car-id,overnightstay
20152815022839-704,yes
20153115023106-634,no
20153815023810-577,no
20153815023818-134,no
20151515031550-326,yes
20152615032653-523,no
20153315033346-643,yes
20153915033947-108,yes
20155015035000-483,no
20155615035612-506,yes
20151115041109-804,yes
20152815042814-977,yes
20153515043554-475,no
20153915043953-171,yes
20154115044115-752,yes
20150615050655-209,yes
20152115052114-277,yes
20152815052849-816,no
20153215053250-868,no
20154515054549-826,yes
20154615054634-509,yes
20154715054748-43,yes
20150715060701-150,no
20153715063723-831,no
20151315071346-592,no
20152915072941-719,no
20153015073041-67,no
20155615085620-330,no
20153615093614-562,no
20154815104823-873,no
20152315112350-62,yes
20150316120339-456,no
20154516124509-966,no
20155616035600-5,no
20153016053018-90,no
20153716053704-475,no
20150216060224-299,no
20150516060520-936,yes
20150816060819-162,no
20151216061214-975,no
20152016062014-930,no
20152616062617-515,yes
20153016063017-510,yes
20154716064735-828,yes
20155816065857-340,yes
20150116070109-391,yes
20151716071747-621,yes
20153316073319-342,yes
20154116074134-300,yes
20154716074744-754,no
20150516080558-555,no
20152516082512-745,no
20154116084111-994,no
20154216084221-101,yes
20154416084444-481,no
20150016090035-720,yes
20150016090054-771,no
20151616091623-588,yes
20152816092830-353,no
20153816093827-264,yes
20153916093915-787,yes
20154016094003-962,no
20154116094115-530,yes
20150116100148-276,yes
20151416101425-25,yes
20151416101435-915,yes
20152416102430-660,yes
20152716102734-529,yes
20152816102859-713,no
20153516103511-94,yes
20154216104223-278,yes
20155516105555-782,no
20150616110620-574,no
20153816113833-530,no
20154716114727-41,yes
20150016120041-181,yes
20150316120315-424,yes
20150616120628-268,no
20150716120723-749,yes
20151116121132-353,yes
20152816122841-313,yes
20153716123710-632,yes
20153816123820-926,yes
20154316124308-991,yes
20155316125315-277,no
20150316010333-924,yes
20150816010812-725,no
20150916010937-480,yes
20150916010956-355,yes
20151416011402-800,no
20151516011512-70,yes
20152016012038-49,yes
20152116012117-783,yes
20153216013236-330,yes
20153316013306-455,yes
20153516013555-105,yes
20153616013642-115,no
20154516014531-348,yes
20155016015003-592,yes
20155216015224-688,no
20150616020625-232,yes
20151316021331-595,no
20151716021749-651,yes
20151916021928-359,yes
20153616023622-592,no
20154216024204-768,no
20154316024349-453,yes
20154416024437-390,no
20154516024555-775,no
20154916024948-363,no
20155116025119-682,yes
20155616025653-750,yes
20150516030553-224,no
20150716030727-619,no
20150816030843-219,no
20151116031127-78,no
20152516032549-968,no
20154516034551-980,no
20155416035455-942,no
20150016040041-1,no
20151316041349-976,no
20152316042323-34,no
20152516042528-805,yes
20154116044127-905,no
20155116045108-418,no
20155416045441-692,no
20151616051638-682,no
20151816051829-230,no
20154016054003-520,yes
20154016054052-85,yes
20154416054433-55,no
20155116055140-172,no
20155216055230-781,yes
20155216065247-105,no
20151616071648-361,no
20155316075301-46,no
20152416082403-649,no
20152816082854-883,no
20150916100951-525,no
20154316104315-699,no
20154716114747-496,yes
20150017120018-349,no
20151417121439-407,no
20150417010429-819,no
20153417013432-450,no
20150717020709-853,no
20152317032338-48,no
20155917035944-401,no
20150117050111-877,no
20151717051708-679,no
20152217052212-65,no
20153717053733-740,no
20151717061717-630,yes
20152717062759-153,yes
20153417063448-475,no
20154217064249-838,no
20154517064524-76,no
20151917071938-502,yes
20153817073852-677,no
20150517080528-116,yes
20151917081946-182,no
20152217082258-420,no
20152517082542-792,no
20153217083226-786,yes
20154517084514-625,yes
20155217085253-931,yes
20151217091221-584,no
20152317092314-52,yes
20153817093840-341,yes
20150617100636-148,yes
20151017101005-541,yes
20151117101107-46,yes
20151217101248-377,yes
20152017102041-706,yes
20152117102125-801,no
20153317103355-433,yes
20153617103638-247,yes
20153717103748-173,yes
20154217104228-922,no
20155417105422-842,yes
20152917112954-84,no
20153917113956-553,yes
20155317115307-56,no
20155817115835-186,no
20150017120055-53,yes
20151217121251-526,yes
20152317122348-82,yes
20155617125605-868,no
20155717125735-683,no
20155717125750-508,yes
20155917125931-191,no
20151317011343-845,no
20152317012342-801,yes
20153917013951-732,no
20154917014946-993,yes
20155817015848-991,yes
20150617020614-57,no
20150817020855-736,yes
20150917020950-55,yes
20152117022134-310,no
20153017023011-609,yes
20153517023507-15,yes
20154017024042-674,no
20154517024507-611,yes
20154517024552-85,no
20155217025222-831,no
20155417025408-472,no
20150217030209-500,yes
20153017033036-185,yes
20153417033427-45,no
20153317043306-904,yes
20155117045156-640,no
20155417045421-956,no
20150117050152-613,no
20150617050656-64,no
20151817051852-380,yes
20153017053037-496,no
20153117053105-892,yes
20154117054153-286,yes
20155117055122-140,no
20155817055837-357,no
20151817061809-267,no
20152717062754-144,no
20154217064237-436,no
20155417065452-683,no
20153417073441-185,no
20151217081231-508,no
20154417084423-551,no
20155517085508-984,no
20155817085820-280,no
20153417093416-395,no
20153817093809-163,no
20150317100334-180,no
20150417110423-983,no
20150718120727-606,no
20152318122332-895,no
20153018123001-4,no
20153818123834-739,no
20155118125147-85,no
20154618034649-765,no
20150118040129-468,no
20150818040820-756,no
20153018043013-848,no
20153818043825-817,no
20150518050552-865,no
20152818052854-218,no
20153118053118-934,no
20153118053153-835,no
20150218060201-241,no
20151318061334-243,yes
20151818061805-850,no
20152418062402-211,yes
20153318063343-519,yes
20153718063701-202,no
20153918063928-963,no
20154518064540-758,yes
20155218065236-433,no
20155618065604-631,yes
20150918070927-459,no
20151018071010-683,no
20152018072024-196,yes
20152518072549-657,yes
20154318074304-92,no
20154618074635-802,yes
20154918074936-49,no
20155118075124-295,yes
20155418075447-174,yes
20155518075547-219,yes
20155618075600-258,yes
20155918075913-278,no
20150618080605-776,no
20151318081330-411,no
20152318082356-512,yes
20153318083323-500,no
20153418083445-880,no
20153818083854-670,no
20154718094729-813,no
20154918094949-366,yes
20151018101055-192,yes
20151218101204-383,yes
20151318101343-137,yes
20151818101826-629,yes
20152318102340-546,yes
20152718102756-727,yes
20153518103516-150,no
20154418104408-406,no
20154518104543-3,yes
20155018105000-729,yes
20155418105443-181,yes
20150018110057-525,yes
20151818111807-529,no
20153118113152-842,yes
20153218113255-153,no
20153518113519-608,yes
20153818113834-443,no
20154318114331-117,no
20155118115128-12,yes
20150418120408-87,yes
20151118121155-903,no
20151718121757-2,no
20153118123109-283,yes
20153818123807-188,yes
20151518011542-627,yes
20152118012158-789,no
20152918012928-903,no
20153118013109-314,no
20153118013147-958,no
20154018014039-665,no
20155018015058-838,yes
20155418015419-112,yes
20150218020205-444,yes
20151318021301-158,yes
20153318023339-26,no
20153418023443-272,yes
20153918023945-299,no
20154018024040-960,yes
20154418024416-474,no
20155618025650-853,yes
20151518031527-459,yes
20152118032137-233,yes
20153918033905-675,no
20154518034548-354,no
20154918034939-914,no
20155118035119-914,no
20155518035549-620,no
20155718035716-438,no
20150318040307-903,no
20150318040333-385,no
20150518040539-572,yes
20152418042404-126,no
20153218043220-336,no
20154418044437-34,yes
20155318045348-403,yes
20151518051530-830,yes
20151718051724-967,no
20152218052241-425,yes
20151618061607-618,no
20154918084957-321,no
20155818095825-524,no
20150218100235-723,no
20152118102115-982,no
20154618104659-354,no
20155518105525-488,no
20152218112227-86,yes
20153418113403-917,yes
20150419120451-709,no
20153019123025-51,no
20155319125338-526,no
20150819010826-76,no
20151119021156-883,no
20152519022524-610,no
20150819030817-765,no
20154519034516-956,no
20150219050239-130,no
20152319052345-291,no
20152719052719-134,no
20153119053102-989,no
20153119053109-38,no
20155219055208-563,no
20151119061103-218,no
20152119062102-718,yes
20150919070939-665,yes
20150919070956-883,yes
20151019071032-613,no
20151519071503-464,no
20152619072610-850,yes
20154119074133-741,yes
20155219075248-264,yes
20150619080643-944,no
20150819080837-735,no
20151619081627-523,no
20152919082940-780,yes
20154419084429-25,yes
20154419084431-507,no
20155719085748-372,no
20150619090638-731,no
20151519091517-222,no
20153219093204-479,yes
20153519093544-845,yes
20154019094031-164,no
20154519094526-503,no
20152719102718-287,yes
20154319104353-504,yes
20154619104620-665,no
20150419110458-665,no
20152219112242-277,yes
20153819113858-68,no
20154019114056-143,no
20155119115134-6,yes
20150019120036-151,no
20151819121855-481,no
20153119123113-587,yes
20153519123507-498,yes
20155419125408-510,yes
20155619125653-865,yes
20155719125721-975,no
20155919125917-79,yes
20150019010055-677,yes
20150219010259-607,no
20152119012122-41,no
20152319012332-577,no
20153119013102-317,yes
20155219015258-947,no
20155819015821-968,yes
20151519021549-725,no
20151719021722-253,no
20152519022555-673,no
20152919022949-193,yes
20153519023503-736,no
20154919024910-736,yes
20155319025316-132,no
20152419032457-473,yes
20152719032729-250,yes
20152719032730-548,no
20153219033258-970,yes
20154319034347-45,no
20154519034536-63,no
20150019040039-358,yes
20150419040419-734,yes
20152519042530-485,no
20153319043304-181,no
20153919043929-699,no
20155619045657-616,no
20151919051957-409,yes
20152019052023-769,yes
20155619055621-859,yes
20152219062245-400,no
20152519062544-210,no
20155319065307-9,no
20155919065946-135,no
20153419073438-325,no
20154919074934-564,no
20155719075725-561,no
20151619091644-457,no
20154119104121-842,no
20155519105555-68,no
20153719113736-210,yes
20150620120634-136,no
20153220013221-915,no
20151520021556-881,no
20152020022040-275,no
20152320032305-961,no
20153120033105-466,no
20153220043207-952,no
20150820050822-892,no
20151220061227-950,yes
20151620061621-385,yes
20154920064954-526,no
20155420065416-680,no
20155720065705-406,no
20155920065907-68,yes
20150420070433-947,yes
20152120072110-350,yes
20152120072139-567,no
20153620073607-661,no
20153920073940-995,yes
20154920074921-321,yes
20155320075307-202,yes
20150220080208-953,yes
20152020082009-580,no
20152120082123-322,no
20153620083607-408,yes
20155020085036-572,no
20155220085241-907,yes
20150020090018-839,yes
20150420090434-499,yes
20150920090938-107,yes
20150920090952-847,no
20152220092213-786,yes
20153120093114-798,no
20153620093610-570,no
20154120094138-417,yes
20154320094352-113,yes
20154420094443-603,yes
20150020100002-73,no
20150720100758-108,yes
20151020101042-117,no
20151220101200-78,no
20151320101309-415,yes
20151520101518-905,yes
20151720101759-16,no
20152020102022-689,no
20155420105446-331,no
20150920110938-724,yes
20151320111314-421,no
20152720112739-23,yes
20153220113237-70,yes
20154020114057-829,no
20152120122138-42,yes
20152420122408-685,yes
20153720123722-777,yes
20150420010418-650,yes
20151320011321-666,no
20152620012607-238,no
20152820012858-901,no
20153920013947-498,no
20150220020224-864,yes
20151820021802-129,no
20152520022515-874,yes
20152920022901-665,no
20154420024426-231,no
20154620024644-66,yes
20155820025827-627,yes
20150620030643-457,yes
20150920030922-437,no
20152620032609-833,yes
20151420041411-431,no
20152120042151-891,no
20152220042220-374,yes
20154220044210-901,no
20154920044939-697,yes
20154920044949-964,yes
20155020045004-56,no
20155620045633-63,yes
20155920045927-153,no
20151420051444-405,yes
20155120055142-403,yes
20155320055334-779,yes
20155720055708-822,yes
20150220070255-321,no
20151920071921-393,no
20155820075854-368,no
20151220081248-394,no
20152120082112-482,no
20152320082328-24,no
20150620090611-379,no
20150321120327-684,no
20153621123651-644,no
20150721020702-104,no
20150521030514-954,no
20151321031350-156,no
20153821033809-893,no
20155221035215-286,no
20153421043429-701,no
20153721043708-165,no
20155121045154-254,no
20152721052714-57,no
20153421053405-945,no
20155421055418-31,no
20150121060147-159,yes
20150521060530-684,no
20152621062629-429,yes
20152821062848-391,no
20153021063030-830,no
20153521063502-54,no
20154621064609-476,yes
20154821064811-633,no
20152021072036-530,yes
20152121072132-648,no
20154021074026-934,yes
20154321074307-245,yes
20150321080317-281,yes
20151621081633-895,no
20152221082207-234,no
20152521082513-203,no
20153721083755-788,yes
20155521085536-56,no
20150421090407-354,yes
20151821091846-841,no
20152221092251-883,yes
20152721092703-739,no
20152821092812-926,no
20154321094330-557,no
20154721094737-774,no
20150721100700-126,yes
20151221101252-161,yes
20151821101831-698,yes
20151921101957-599,no
20152921102948-216,no
20154721104741-555,no
20155321105314-535,yes
20150821110829-588,no
20150821110852-676,yes
20153121113131-383,no
20154521114536-507,no
20155321115343-478,yes
20155921115952-941,no
20150721120706-688,no
20150921120902-568,yes
20151921121946-323,no
20153221123200-816,yes
20153221123201-614,no
20154221124220-61,yes
20154821124817-368,yes
20155021125011-558,no
20155121125119-604,no
20155321125321-407,yes
20155721125741-39,no
20150221010241-26,yes
20150321010307-127,yes
20150321010322-471,no
20150721010748-517,yes
20151021011047-387,yes
20152621012645-75,yes
20153021013042-13,no
20153721013750-459,no
20155821015857-728,no
20150821020810-335,yes
20150921020923-489,no
20151221021214-964,yes
20152521022555-359,no
20153221023253-382,yes
20153921023939-728,yes
20154321024351-62,no
20154421024437-278,yes
20154421024443-839,no
20154421024444-922,no
20155021025028-390,no
20155221025221-111,no
20155521025526-4,no
20150121030143-599,yes
20151521031525-991,yes
20151921031910-882,no
20152321032356-54,yes
20152821032823-470,yes
20153521033513-856,yes
20153721033723-749,no
20155621035652-898,yes
20150521040525-743,yes
20150721040749-166,no
20151721041729-734,yes
20153421043435-46,no
20153621043606-60,yes
20153721043705-857,yes
20154521044507-247,yes
20154821044824-752,yes
20155321045350-617,no
20155621045635-67,yes
20155721045702-819,yes
20150421050436-46,no
20150721050735-636,yes
20152321052344-894,yes
20153521053544-115,yes
20154521054515-644,yes
20154121064113-144,no
20152021072025-898,no
20155621075628-914,no
20151021081021-48,no
20153221083202-709,no
20154721084745-787,no
20155621085644-587,no
20151721101734-95,no
20155721105747-517,no
20150721110707-591,no
20155821115837-50,yes
20151822121805-387,no
20150022010045-622,no
20155922015931-94,no
20151122031104-627,no
20151422031438-466,no
20151722031720-165,no
20151522041532-575,no
20155022055023-3,no
20151522061557-382,no
20151722061712-453,yes
20152522062547-875,yes
20153822063823-273,no
20154222064210-989,yes
20155222065249-298,no
20155422065444-36,no
20155622065626-576,yes
20155922065913-325,yes
20151622071609-320,yes
20152322072348-123,yes
20153222073210-586,yes
20154522074508-296,yes
20155022075049-151,yes
20155222075242-97,no
20155222075248-559,yes
20151022081040-716,no
20151122081111-220,yes
20151122081111-931,yes
20151222081247-292,no
20151322081322-215,no
20151522081515-994,yes
20151622081618-495,yes
20152122082127-299,yes
20152822082859-49,yes
20153522083526-246,no
20150122090127-897,yes
20151022091000-636,no
20153622093633-893,yes
20153922093935-861,no
20154922094908-595,yes
20155222095214-329,no
20155722095743-296,yes
20155822095826-155,yes
20150722100718-323,no
20150822100824-378,yes
20151122101117-220,no
20151422101430-872,yes
20151622101630-477,yes
20151622101656-331,yes
20152722102759-13,no
20152822102830-453,no
20150122110107-735,yes
20150322110349-365,yes
20150922110914-684,yes
20150922110918-911,no
20151322111353-436,yes
20151422111407-244,yes
20151822111805-247,yes
20151822111847-102,yes
20153022113011-643,no
20153122113109-139,yes
20153322113310-90,no
20153622113605-844,yes
20153622113627-960,yes
20153722113713-858,no
20153922113902-456,yes
20154722114730-650,yes
20150222120224-908,no
20151922121924-722,no
20152822122853-937,yes
20153022123027-88,yes
20154422124407-513,yes
20155022125028-440,no
20155622125651-249,no
20151422011422-753,no
20151922011955-294,no
20152422012450-156,yes
20152522012519-402,no
20152622012613-387,yes
20154222014258-614,no
20150322020344-232,yes
20150922020925-369,no
20151122021105-937,no
20151122021140-914,yes
20151522021556-961,no
20151722021752-58,yes
20152222022221-91,no
20152322022341-751,yes
20153022023040-86,yes
20153622023640-890,no
20153822023828-796,yes
20153922023910-254,no
20155122025116-289,no
20150522030505-641,no
20150622030637-276,yes
20151022031032-538,yes
20154122034109-697,no
20154122034142-353,yes
20154222034228-99,yes
20155922035939-710,yes
20150222040240-339,no
20150722040736-505,yes
20150822040817-521,yes
20150922040933-573,no
20152122042102-592,yes
20152322042319-725,yes
20152822042853-889,no
20153022043047-509,yes
20153122043149-695,yes
20153422043451-66,no
20154022044005-497,no
20154322044336-436,yes
20154622044617-838,yes
20154622044637-88,no
20155222045208-617,no
20155922045901-406,yes
20155922045952-606,yes
20153122053159-213,no
20153922053919-378,no
20154122054153-125,no
20155122055108-85,yes
20151622071609-598,no
20155522095547-881,no
20154522114526-226,yes
20151323121318-53,no
20152023122044-94,no
20152723122730-481,no
20154723124732-643,no
20150223010227-152,no
20151023011043-359,no
20153523013558-34,no
20155123015147-557,no
20151123021150-692,no
20151423031454-508,no
20154923054916-14,no
20155523055508-612,no
20155623055655-882,no
20155823055803-433,no
20150223060208-554,yes
20151623061604-714,no
20151823061856-404,yes
20152523062510-74,yes
20153123063116-913,yes
20153223063219-462,yes
20153423063429-324,yes
20153923063952-372,no
20154023064009-80,yes
20155223065200-218,yes
20155323065317-442,yes
20155923065901-660,no
20155923065936-640,no
20151123071139-244,no
20151823071855-858,yes
20151823071859-707,no
20152623072629-800,no
20153523073553-51,no
20154723074706-99,yes
20154923074928-791,no
20150223080232-126,yes
20150223080236-476,no
20150923080932-171,no
20153823083813-827,yes
20154323084319-194,yes
20155823085830-345,yes
20151023091027-655,yes
20151923091943-286,no
20152123092102-183,no
20152123092103-610,yes
20152323092311-855,no
20152923092913-226,no
20153623093654-994,no
20153723093749-366,yes
20153723093753-818,yes
20154623094608-73,yes
20150123100107-508,yes
20150123100144-22,no
20150623100636-684,no
20151523101517-447,no
20151823101829-571,no
20153723103750-402,yes
20153923103919-117,no
20154223104254-46,yes
20154823104821-280,yes
20155023105006-119,yes
20150223110259-667,yes
20151723111733-148,no
20151823111804-965,no
20152823112822-506,no
20153223113254-722,yes
20153523113541-168,yes
20155523115538-147,no
20155523115549-994,no
20155823115852-975,yes
20152323122345-460,no
20152723122738-832,no
20152723122754-803,no
20153023123036-30,yes
20154323124305-371,no
20154923124957-839,yes
20155323125350-4,no
20150323010316-495,no
20150823010813-63,yes
20150923010953-577,no
20152723012751-951,yes
20154623014627-670,yes
20155123015147-690,yes
20155923015929-334,no
20150323020331-139,no
20150423020418-599,yes
20150623020631-91,no
20150723020750-194,no
20151123021110-405,no
20152023022026-39,yes
20152423022412-719,no
20154523024537-613,no
20155023025023-616,yes
20155323025342-437,yes
20155523025523-457,yes
20155923025937-192,no
20150023030012-350,yes
20150123030147-354,no
20150723030707-46,yes
20151423031428-171,no
20151523031533-237,yes
20152123032134-92,yes
20152723032741-851,yes
20153523033543-61,no
20155123035115-107,no
20155623035627-344,no
20155923035935-733,no
20150423040436-953,yes
20150723040751-516,no
20151623041622-269,yes
20152023042040-26,yes
20153423043438-15,yes
20153523043519-62,yes
20154023044028-20,yes
20154223044243-199,yes
20154423044431-936,yes
20155423045457-970,no
20150223050200-237,yes
20150323050310-883,yes
20150423050415-924,yes
20151723051709-947,yes
20153023053020-213,yes
20153123053121-598,yes
20153723063722-803,no
20154823084804-64,no
20155323085353-9,no
20151823091825-767,no
20150623100627-640,no
20154823104845-58,no
20155123105120-139,no
20155324015341-115,no
20151224021228-978,no
20153924033931-701,no
20154324044344-591,no
20154924054932-186,no
20150124060130-672,no
20150724060708-783,yes
20151624061651-753,yes
20151724061714-521,yes
20151924061918-27,yes
20152124062158-615,yes
20152924062907-668,no
20153124063149-216,yes
20155224065246-744,no
20150724070715-550,yes
20150924070923-326,no
20152624072658-21,no
20152724072748-848,no
20153624073607-630,yes
20151124081137-232,yes
20151324081341-286,no
20152824082829-991,yes
20153124083113-210,yes
20153324083339-301,no
20153624083613-62,no
20150524090542-953,no
20151824091842-811,no
20152424092415-398,yes
20153224093211-44,yes
20153924093924-473,yes
20154124094154-305,no
20151224101227-56,yes
20151624101641-279,yes
20152924102954-653,no
20153224103233-219,no
20154724104711-840,no
20155024105003-765,yes
20150024110030-386,no
20151024111054-335,yes
20152824112838-319,no
20152824112843-571,no
20154224114240-680,yes
20154624114609-766,no
20155424115433-691,yes
20150024120056-588,yes
20150724120712-867,no
20150724120724-140,no
20151824121846-361,yes
20152024122045-512,no
20153024123008-70,yes
20153124123117-215,yes
20153224123247-791,no
20154224124203-336,yes
20154824124815-113,no
20150024010045-514,yes
20150224010242-67,yes
20150524010519-501,yes
20150724010736-623,yes
20151724011744-503,no
20152524012500-138,no
20153024013035-807,yes
20153824013848-746,yes
20154424014431-732,yes
20155024015018-365,yes
20155024015031-756,yes
20155724015758-338,yes
20150424020445-861,yes
20152724022730-933,no
20153824023857-53,yes
20154124024118-504,yes
20154124024130-878,yes
20154724024757-54,no
20151524031523-535,yes
20152024032005-799,yes
20152424032429-194,yes
20152524032553-30,no
20153124033124-519,no
20153324033357-107,no
20154024034000-968,yes
20155424035420-859,no
20155524035528-732,no
20150024040008-576,yes
20150124040121-291,yes
20151224041242-581,yes
20151324041323-86,yes
20152424042420-968,yes
20152524042528-383,yes
20153224043244-563,yes
20153224043258-562,yes
20153924043927-887,no
20154124044141-426,yes
20154524044508-686,yes
20154524044536-939,yes
20154724044757-432,no
20151624051659-955,yes
20151824051853-291,yes
20153024053044-807,yes
20155924055911-559,yes
20154124064145-819,no
20150024070035-193,no
20155224075219-422,no
20155324075359-504,no
20155524085545-931,no
20154624094652-547,no
20154624104602-446,no
20151524111501-63,no
20151724111708-22,no
20152524112511-940,no
20152825022805-446,no
20152025032001-383,no
20154825044801-41,no
20150625050651-939,no
20152225052226-588,no
20155225055204-556,no
20155525055504-435,no
20151725061739-591,no
20152025062036-525,yes
20152125062113-255,yes
20153625063605-688,yes
20153725063732-242,no
20154625064609-206,yes
20154725064714-647,yes
20155025065035-14,no
20155125065153-13,no
20150725070710-928,yes
20151225071221-449,yes
20151725071716-115,yes
20153925073944-948,no
20154125074157-46,yes
20154225074252-957,no
20154325074316-323,yes
20151925081952-428,yes
20152625082631-507,yes
20155825085835-596,no
20150325090305-573,no
20150925090921-354,no
20151725091708-32,no
20152425092455-910,yes
20152825092803-463,yes
20152925092904-816,yes
20153425093430-367,yes
20153825093836-871,no
20154025094008-773,yes
20154225094209-391,no
20155225095243-141,no
20155625095623-406,no
20155825095843-923,yes
20155925095934-285,yes
20152825102838-372,no
20152925102939-681,yes
20153325103339-383,no
20154625104633-329,no
20150825110845-74,no
20154225114209-403,no
20154425114422-810,yes
20155025115054-532,no
20155125115109-261,yes
20151025121050-736,no
20151025121055-883,no
20151125121147-666,yes
20151625121635-837,no
20153825123835-385,yes
20150325010321-329,no
20150625010640-723,yes
20151625011628-348,yes
20152225012231-425,yes
20153125013101-836,yes
20153125013133-452,yes
20153525013539-635,no
20153925013947-835,yes
20154525014558-501,no
20154825014843-884,yes
20154925014938-190,no
20151125021110-876,no
20151625021627-767,yes
20152225022204-845,yes
20152625022619-350,no
20154325024349-137,no
20155625025623-196,yes
20150625030655-107,yes
20150825030839-259,no
20150825030844-63,no
20150925030910-149,no
20150925030948-317,no
20151525031532-107,yes
20151625031626-950,yes
20152325032338-563,yes
20153925033936-464,yes
20154125034104-451,no
20155725035758-59,yes
20151225041253-640,yes
20151925041908-320,yes
20153225043252-614,no
20155125045126-764,yes
20150525050544-558,yes
20150725050713-680,no
20151325051302-904,no
20152125052113-381,yes
20155325065316-87,no
20150025070013-240,no
20150525070539-663,no
20155825075818-934,no
20152725082707-555,no
20154025104021-837,no
20150526010529-890,no
20152226012202-158,no
20153226013200-461,no
20155226015215-356,no
20150226020240-312,no
20150526030551-527,no
20153726033730-553,no
20150226050215-572,no
20153526053522-157,no
20153826053851-68,no
20152026062048-507,no
20152526062530-151,no
20152926062943-231,yes
20153026063056-531,no
20150026070015-698,yes
20151626071648-759,yes
20151926071922-379,no
20152626072602-493,no
20153426073428-29,no
20155726075705-55,no
20150526080511-345,no
20151426081431-759,no
20152126082136-831,no
20152426082409-815,no
20153926083902-744,yes
20155726085725-991,no
20150226090228-180,yes
20150826090800-994,no
20151026091044-859,yes
20151426091421-412,yes
20152826092847-177,yes
20153126093130-333,no
20154026094053-772,yes
20154126094133-632,yes
20154126094153-832,no
20154426094402-24,no
20150426100437-616,no
20151026101017-279,no
20151226101236-942,no
20151326101304-475,no
20153926103929-911,yes
20154026104009-242,yes
20154926104933-124,yes
20155326105306-68,yes
20155726105718-69,yes
20150126110156-850,no
20150426110459-600,no
20151126111143-228,no
20151726111704-117,yes
20151926111900-51,no
20152126112132-235,yes
20152826112825-682,yes
20152926112951-756,yes
20154726114727-452,no
20155826115832-431,no
20150426120423-659,yes
20151226121233-295,yes
20151726121746-942,yes
20152526122519-113,no
20154026124034-23,no
20155926125912-498,yes
20155926125956-991,yes
20150426010444-611,yes
20152726012729-506,yes
20153326013333-880,no
20155026015014-82,yes
20155426015439-228,yes
20155526015529-809,yes
20153426023405-923,yes
20154226024225-112,no
20154426024421-542,no
20154626024603-797,yes
20154726024709-573,yes
20155126025133-294,yes
20155526025509-969,yes
20151326031310-457,yes
20151326031321-981,yes
20151426031438-668,no
20152826032813-181,no
20153426033412-312,yes
20153526033505-954,no
20153526033506-881,no
20155326035314-70,yes
20155626035612-921,no
20150226040200-707,no
20150726040724-526,no
20151026041051-922,yes
20151326041353-166,no
20152026042046-888,no
20152726042724-61,no
20152726042751-686,yes
20154826044822-839,no
20154826044849-501,yes
20155926045943-896,yes
20150326050302-149,yes
20152226052247-507,no
20153026053028-239,yes
20153326053328-53,yes
20154126054114-343,no
20154226054229-220,yes
20155026055055-745,yes
20151426061419-15,no
20151826061834-832,no
20154426064422-150,no
20155126075149-53,no
20154226084225-514,no
20150526100533-751,no
20155526105543-712,no
20150326110316-836,no
20151426111436-939,yes
20150727120737-425,no
20153127023131-896,no
20153227023246-773,no
20154727044710-460,no
20151527051554-345,no
20150227060225-629,yes
20150827060827-565,yes
20152827062812-82,no
20153227063207-318,yes
20153327063301-504,yes
20153727063739-579,no
20154527064556-136,no
20155927065908-723,no
20150027070016-18,yes
20150227070212-936,yes
20150427070435-716,no
20150727070700-6,no
20154027074029-955,yes
20155027075030-17,no
20155027075033-613,no
20155627075627-902,yes
20150827080828-75,no
20150927080911-300,no
20151727081727-53,yes
20155127085107-519,no
20152127092127-236,no
20152327092353-670,yes
20152527092517-772,yes
20152727092702-729,no
20153027093025-930,no
20154127094104-659,no
20154327094302-996,no
20155227095221-937,yes
20155327095347-642,yes
20150027100028-509,yes
20150227100257-879,yes
20150527100509-549,yes
20150527100558-552,no
20150627100641-287,yes
20150727100744-582,no
20151127101117-321,yes
20151527101514-475,yes
20151727101705-938,no
20152027102031-111,yes
20152527102521-92,yes
20152527102541-175,no
20152827102844-258,yes
20155627105645-424,yes
20150027110055-293,no
20150627110636-691,yes
20151227111237-390,no
20153127113132-635,yes
20153427113414-771,no
20153727113719-945,yes
20153927113901-186,no
20155627115631-597,no
20150727120725-643,no
20150827120843-66,yes
20151027121055-218,yes
20151927121927-686,yes
20153827123857-393,no
20154227124221-606,yes
20150127010131-864,yes
20150927010900-920,no
20154727014707-2,no
20154827014850-703,no
20155627015611-22,yes
20155727015757-542,yes
20152527022531-64,yes
20152627022642-406,no
20152827022817-16,yes
20152827022858-442,yes
20153227023219-8,yes
20154027024014-523,yes
20155027025003-704,yes
20150127030133-376,yes
20152627032636-64,yes
20154727034733-671,yes
20150527040505-790,no
20151027041058-551,no
20152027042059-327,yes
20152427042457-76,yes
20153527043512-521,no
20154727044758-903,yes
20155427045428-734,yes
20155727045729-105,yes
20155727045735-743,yes
20150227050213-13,yes
20151127051117-574,yes
20155427055429-500,yes
20155427055445-502,no
20155327065352-143,no
20155627065647-194,no
20153327073300-290,no
20150627100623-876,no
20150028120058-137,no
20154128124157-121,no
20153928033936-280,no
20151128051155-195,no
20154028054041-169,no
20154328054303-951,no
20154328054340-157,no
20154428054406-629,no
20154628054609-494,no
20150028060003-741,yes
20150628060613-79,yes
20151328061313-548,no
20151428061408-195,yes
20151428061449-768,no
20151728061713-907,no
20152328062340-570,no
20153128063125-623,yes
20153128063145-895,yes
20154428064405-937,no
20154428064447-130,no
20155028065033-936,no
20155028065044-583,yes
20151528071513-888,yes
20152028072051-354,yes
20152228072238-733,no
20152228072255-257,no
20152928072953-126,no
20153728073721-430,yes
20154128074142-620,no
20154928074942-377,yes
20155628075607-90,yes
